AQ Station Name;Air Quality Station Area;Air Quality Station Type;StandardsDescription;Country1;Unit Of Airpollution Level;Year Of Statistics;Air Pollution Class;Sampling Point;Year shapes;Data Aggregation Process Label;Air Pollutant;Air Pollution Level;Latitude;Longitude;Round Air pollution level
REGIONE CAVALLO - ALBENGA;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;2;SPO.IT2038A_6001_BETA_2011-01-01_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;9,472;44,0526;8,2054;9
Rempart Perrier;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR14028_6001;2020;Annual mean / 1 calendar year;PM2.5;8,35;49,0461;3,9559;8
Rennes Laennec;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR19002_6001;2020;Annual mean / 1 calendar year;PM2.5;9,246;48,1086;-1,6659;9
Rennes Pays-Bas;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;3;SPO-FR19017_6001;2020;Annual mean / 1 calendar year;PM2.5;10,537;48,0896;-1,6591;11
RENOVALES;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;3;SP_50297036_9_M;2020;Annual mean / 1 calendar year;PM2.5;10,543;41,6353;-0,8936;11
Reutlingen;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DEBW027_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;9,294;48,4889;9,2073;9
Reutlingen Lederstra�e-Ost;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DEBW147_PM2_dataGroup2;2020;Annual mean / 1 calendar year;PM2.5;9,523;48,4893;9,2108;10
Revello - Staffarda;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;4;SPO.IT2119A_6001_BETA_2014-02-28_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;23,862;44,7197;7,4262;24
REVIN;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR14008_6001;2020;Annual mean / 1 calendar year;PM2.5;7,989;49,9078;4,63;8
Rezekne, Darzu street;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Latvia;ug/m3;2022;2;SPO-LV00RZ4_06001_100;2020;Annual mean / 1 calendar year;PM2.5;10,395;56,511;27,3377;10
Ridderkerk-Hogeweg;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Netherlands;ug/m3;2022;2;SPO-NL00489_06001_100;2020;Annual mean / 1 calendar year;PM2.5;10,429;51,8694;4,5801;10
RIETI;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT0867A_6001_BETA_2010-06-19_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;12,462;42,4047;12,8578;12
Riga Kronvalda boulevard;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Latvia;ug/m3;2022;2;SPO-LV0RKR9_06001_101;2020;Annual mean / 1 calendar year;PM2.5;9,245;56,9548;24,1048;9
Rigi-Seebodenalp;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Switzerland;ug/m3;2022;1;SPO-CH0005R_06001_100;2020;Annual mean / 1 calendar year;PM2.5;5,206;47,0674;8,4633;5
Ringsakervegen;rural;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Norway;ug/m3;2022;2;SPO_NO0130A_6001_3001;2020;Annual mean / 1 calendar year;PM2.5;9,935;60,8859;10,9378;10
RIO COBO;suburban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_27013002_9_A;2020;Annual mean / 1 calendar year;PM2.5;7,859;43,6844;-7,4319;8
RN6-MELUN;suburban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;3;SPO-FR04122_6001;2020;Annual mean / 1 calendar year;PM2.5;11,866;48,5281;2,6536;12
RN20 - MONTLHERY;suburban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;3;SPO-FR04180_6001;2020;Annual mean / 1 calendar year;PM2.5;15,292;48,6409;2,2687;15
Robert Bourg;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR39016_6001;2020;Annual mean / 1 calendar year;PM2.5;9,192;14,678;-60,9391;9
Rocade Sud Eybens;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;3;SPO-FR15053_6001;2020;Annual mean / 1 calendar year;PM2.5;11,216;45,1547;5,7452;11
Rodez;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR12095_6001;2020;Annual mean / 1 calendar year;PM2.5;7,901;44,357;2,5707;8
Rognac les Brets;suburban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR02020_6001;2020;Annual mean / 1 calendar year;PM2.5;8,099;43,5108;5,2201;8
Rolland, �sane;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Norway;ug/m3;2022;1;SPO_NO0108A_6001_2070;2020;Annual mean / 1 calendar year;PM2.5;4,348;60,4627;5,3325;4
Romans-sur-Is�re;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;3;SPO-FR36019_6001;2020;Annual mean / 1 calendar year;PM2.5;12,519;45,0425;5,0443;13
RONDA DEL VALLE;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_23050003_9_49;2020;Annual mean / 1 calendar year;PM2.5;10,233;37,7826;-3,7816;10
Rosati;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT2019A_6001_BETA_2015-02-13_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;11,312;41,4539;15,5478;11
Roscommon Roscommon Town County Council Offices;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Ireland;ug/m3;2022;2;SPO.IE.IE002DPSample1_6001;2020;Annual mean / 1 calendar year;PM2.5;7,553;53,6294;-8,1944;8
Rostock Am Strande;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;3;SPO.DE_DEMV020_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;10,91;54,0923;12,142;11
Rostock-Hohe D�ne;urban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;3;SPO.DE_DEMV031_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;11,197;54,1773;12,0979;11
Rostock-Holbeinplatz;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DEMV022_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;10,264;54,0926;12,0996;10
Rostock-Stuthof;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DEMV007_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;9,229;54,1616;12,1741;9
Rostock-Warnem�nde;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DEMV021_PM2_dataGroup2;2020;Annual mean / 1 calendar year;PM2.5;10,274;54,1713;12,08;10
Rotterdam Zuid-Pleinweg;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Netherlands;ug/m3;2022;3;SPO-NL00487_06001_100;2020;Annual mean / 1 calendar year;PM2.5;11,012;51,8911;4,4807;11
Rotterdam Zuid-Zwartewaalstraat;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Netherlands;ug/m3;2022;3;SPO-NL00488_06001_100;2020;Annual mean / 1 calendar year;PM2.5;11,141;51,8936;4,4875;11
Rotterdam-Bentinckplein;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Netherlands;ug/m3;2022;3;SPO-NL00448_06001_100;2020;Annual mean / 1 calendar year;PM2.5;11,292;51,9271;4,4613;11
Rotterdam-Oost Sidelinge A13;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Netherlands;ug/m3;2022;3;SPO-NL00491_06001_100;2020;Annual mean / 1 calendar year;PM2.5;10,532;51,9385;4,4307;11
Rotterdam-Schiedamsevest;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Netherlands;ug/m3;2022;2;SPO-NL00418_06001_100;2020;Annual mean / 1 calendar year;PM2.5;9,867;51,9142;4,4799;10
Roubaix Serres;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;3;SPO-FR11034_6001;2020;Annual mean / 1 calendar year;PM2.5;14,604;50,7065;3,1807;15
Rouen Proxi Quai de Paris;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;3;SPO-FR25053_6001;2020;Annual mean / 1 calendar year;PM2.5;10,925;49,4367;1,0988;11
ROVERETO LGP;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT0591A_6001_nephelometry_beta_2011-03-03_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;14,751;45,8924;11,0394;15
Rozdalovice-Ruska;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Czechia;ug/m3;2022;3;SPO.CZ_SRORA_PM2_5_1369684;2020;Annual mean / 1 calendar year;PM2.5;13,51;50,302;15,1783;14
Rub� (ca n'Oriol);urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;3;SP_08184006_9_M;2020;Annual mean / 1 calendar year;PM2.5;11,399;41,4921;2,0425;11
Rucava;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Latvia;ug/m3;2022;2;SPO-LV00010_06001_101;2020;Annual mean / 1 calendar year;PM2.5;7,23;56,1624;21,1733;7
Rv 4, Aker sykehus;suburban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Norway;ug/m3;2022;1;SPO_NO0101A_6001_333;2020;Annual mean / 1 calendar year;PM2.5;5,227;59,941;10,798;5
Ryman�w Zdr�j, ul. Parkowa;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Poland;ug/m3;2022;2;SPO_PL0678A_6001_001;2020;Annual mean / 1 calendar year;PM2.5;8,281;49,5465;21,851;8
Rzesz�w, ul. Pi?sudskiego;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Poland;ug/m3;2022;3;SPO_PL0736A_6001_001;2020;Annual mean / 1 calendar year;PM2.5;19,682;50,0407;22,0047;20
S. Martino in Trignano;suburban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT2068A_6001_BETA_2011-03-01_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;17,866;42,7433;12,6664;18
Saalfeld;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DETH005_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;9,437;50,6512;11,3689;9
Saarbr�cken-City;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DESL012_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;9,659;49,2335;6,9876;10
Sabadell (Gran Via);urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;3;SP_08187012_9_M;2020;Annual mean / 1 calendar year;PM2.5;13,858;41,5612;2,1014;14
SAGUNT CEA;suburban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_46220010_9_46;2020;Annual mean / 1 calendar year;PM2.5;6,79;39,6342;-0,2658;7
SAGUNT PORT;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_46220003_9_46;2020;Annual mean / 1 calendar year;PM2.5;5,704;39,6672;-0,2347;6
Saimaankatu;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Finland;ug/m3;2022;1;SPO-FI00889_06001_100;2020;Annual mean / 1 calendar year;PM2.5;4,602;60,9913;25,6658;5
Saint Brieuc Balzac;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR19061_6001;2020;Annual mean / 1 calendar year;PM2.5;7,156;48,5135;-2,7495;7
SAINT ETIENNE SUD;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR29424_6001;2020;Annual mean / 1 calendar year;PM2.5;9,122;45,4201;4,3954;9
SAINT EXUPERY;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR20048_6001;2020;Annual mean / 1 calendar year;PM2.5;10,312;45,7533;5,0722;10
SAINT-CHAMOND;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR29426_6001;2020;Annual mean / 1 calendar year;PM2.5;9,388;45,4753;4,515;9
SAINT-DENIS D'ANJOU;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR23177_6001;2020;Annual mean / 1 calendar year;PM2.5;9,232;47,7877;-0,444;9
Sainte_Luce;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR39014_6001;2020;Annual mean / 1 calendar year;PM2.5;7,895;14,4689;-60,9274;8
SALAMANCA 6;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_37274011_9_49;2020;Annual mean / 1 calendar year;PM2.5;8,872;40,9608;-5,6397;9
SALINAS;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_33004052_9_49;2020;Annual mean / 1 calendar year;PM2.5;7,08;43,5705;-5,9583;7
SALON;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR02041_6001;2020;Annual mean / 1 calendar year;PM2.5;10,427;43,639;5,1011;10
Salzgitter-Dr�tte;rural;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DENI070_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;7,647;52,1537;10,4559;8
SAMA I;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;3;SP_33031032_9_49;2020;Annual mean / 1 calendar year;PM2.5;11,077;43,2941;-5,6796;11
SAN AGUST�N;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;3;SP_35019001_9_47;2020;Annual mean / 1 calendar year;PM2.5;13,519;27,7726;-15,5419;14
SAN ANTONIO-BRE�A BAJA;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_38009001_9_49;2020;Annual mean / 1 calendar year;PM2.5;10,43;28,6454;-17,7716;10
SAN CAETANO;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_15078008_9_49;2020;Annual mean / 1 calendar year;PM2.5;9,224;42,8878;-8,5311;9
SAN CIPRIANO - LIBERTA - LA SPEZIA;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT1456A_6001_BETA_2015-01-01_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;11,927;44,1108;9,8321;12
SAN DONA' DI PIAVE;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;4;SPO.IT1222A_6001_BETA_2010-01-01_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;22,031;45,6303;12,5917;22
SAN FERNANDO;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_11031001_9_49;2020;Annual mean / 1 calendar year;PM2.5;7,934;36,4606;-6,2031;8
SAN ISIDRO;urban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_38017002_9_46;2020;Annual mean / 1 calendar year;PM2.5;10,214;28,08;-16,5599;10
SAN MIGUEL DE TAJAO;suburban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_38005001_9_46;2020;Annual mean / 1 calendar year;PM2.5;10,162;28,1114;-16,4716;10
San Nicola di Melfi;rural;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT1740A_6001_BETA_2006-03-08_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;10,595;41,0671;15,7227;11
SAN NICOL�S;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;3;SP_35016014_9_49;2020;Annual mean / 1 calendar year;PM2.5;12,659;28,1033;-15,4228;13
SAN PABLO DE LOS MONTES;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_45153999_9_M;2020;Annual mean / 1 calendar year;PM2.5;9,015;39,5469;-4,3506;9
SAN ROQUE (S6);suburban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_11033003_9_49;2020;Annual mean / 1 calendar year;PM2.5;6,097;36,212;-5,4303;6
SANCHINARRO;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_28079057_9_A;2020;Annual mean / 1 calendar year;PM2.5;8,197;40,4942;-3,6603;8
SANGRONIZ;suburban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;3;SP_48904002_9_47;2020;Annual mean / 1 calendar year;PM2.5;10,816;43,2985;-2,9304;11
SANNAZZARO;urban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT0692A_6001_BETA_2022-01-01_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;20,044;45,1017;8,9056;20
Sant Adri� de Bes�s (Ol�mpic);urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;3;SP_08194008_9_M;2020;Annual mean / 1 calendar year;PM2.5;15,297;41,4256;2,2222;15
Sant Vicen� dels Horts (CEIP Mare de D�u del Rocio);suburban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;3;SP_08263006_9_M;2020;Annual mean / 1 calendar year;PM2.5;15,683;41,3988;2,0021;16
SANTA B�RBARA;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;3;SP_33024032_9_49;2020;Annual mean / 1 calendar year;PM2.5;13,685;43,5229;-5,6895;14
SANTA CLARA;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;3;SP_41091015_9_49;2020;Annual mean / 1 calendar year;PM2.5;11,344;37,3983;-5,9517;11
Santa Coloma de Gramenet (Balldovina);urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;3;SP_08245012_9_M;2020;Annual mean / 1 calendar year;PM2.5;15,426;41,4474;2,2095;15
Santa Maria de Palautordera (Mart� Boada);rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_08259002_9_M;2020;Annual mean / 1 calendar year;PM2.5;9,178;41,6913;2,4409;9
Santana;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Portugal;ug/m3;2022;1;SPO-PT06008_06001_100;2020;Annual mean / 1 calendar year;PM2.5;3,59;32,8078;-16,8864;4
Santiago do Cac�m;urban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Portugal;ug/m3;2022;1;SPO-PT04004_06001_100;2020;Annual mean / 1 calendar year;PM2.5;5,204;38,02;-8,6975;5
Santurce;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;2;SP_48082004_9_49;2020;Annual mean / 1 calendar year;PM2.5;10,026;43,3331;-3,0426;10
S�o Gon�alo;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Portugal;ug/m3;2022;1;SPO-PT06005_06001_100;2020;Annual mean / 1 calendar year;PM2.5;4,46;32,6497;-16,9183;4
S�o Jo�o;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Portugal;ug/m3;2022;2;SPO-PT06004_06001_100;2020;Annual mean / 1 calendar year;PM2.5;7,155;32,6489;-16,8831;7
SARONNO - SANTUARIO;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT1650A_6001_BETA_2006-01-01_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;20,411;45,6269;9,0242;20
Schafberg;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Austria;ug/m3;2022;2;SPO.09.SCHA.66729.6001.1;2020;Annual mean / 1 calendar year;PM2.5;9,641;48,2354;16,3016;10
Schancheholen;rural;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Norway;ug/m3;2022;2;SPO_NO0125A_6001_3018;2020;Annual mean / 1 calendar year;PM2.5;7,383;58,9519;5,7219;7
Schiedam-Alphons Arienstraat;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Netherlands;ug/m3;2022;3;SPO-NL00494_06001_101;2020;Annual mean / 1 calendar year;PM2.5;11,004;51,9214;4,4014;11
SCHIVENOGLIA;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;3;SPO.IT1865A_6001_BETA_2007-01-01_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;19,935;44,9969;11,0708;20
Schramberg Oberndorfer Stra�e;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DEBW156_PM2_dataGroup2;2020;Annual mean / 1 calendar year;PM2.5;8,742;48,2291;8,3906;9
Schw�bische Alb;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DEBW087_PM2_dataGroup2;2020;Annual mean / 1 calendar year;PM2.5;6,354;48,3458;9,2076;6
Schwandorf/Wackersdorfer Stra�e;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DEBY067_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;9,837;49,322;12,1281;10
Schwartenberg;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DESN074_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;6,684;50,6591;13,4651;7
Schwarzwald-S�d;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;1;SPO.DE_DEBW031_PM2_dataGroup2;2020;Annual mean / 1 calendar year;PM2.5;5,05;47,8099;7,7645;5
Schwechat Sportplatz, M�hlgasse;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Austria;ug/m3;2022;2;SPO.03.2701.64380.6001.1;2020;Annual mean / 1 calendar year;PM2.5;9,685;48,145;16,4744;10
Schwedt (Oder);suburban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;3;SPO.DE_DEBB029_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;10,563;53,0643;14,2851;11
